,ecosystem,species,year,landings_biomass,landings_abund,landings_biomass_index,landings_abund_index,avg_len,avg_mass,source,agency,season
2648,MAB,Silver_hake,1983,0.006390048,,,,,,CFDBS,NMFS/NEFSC,nd
2649,MAB,Silver_hake,1984,0.008337383,,,,,,CFDBS,NMFS/NEFSC,nd
2650,MAB,Silver_hake,1985,0.003765572,,,,,,CFDBS,NMFS/NEFSC,nd
2651,MAB,Silver_hake,1986,0.002319343,,,,,,CFDBS,NMFS/NEFSC,nd
2652,MAB,Silver_hake,1987,0.002435418,,,,,,CFDBS,NMFS/NEFSC,nd
2653,MAB,Silver_hake,1988,0.001775619,,,,,,CFDBS,NMFS/NEFSC,nd
2654,MAB,Silver_hake,1989,0.00260881,,,,,,CFDBS,NMFS/NEFSC,nd
2655,MAB,Silver_hake,1990,0.003385636,,,,,,CFDBS,NMFS/NEFSC,nd
2656,MAB,Silver_hake,1991,0.00173555,,,,,,CFDBS,NMFS/NEFSC,nd
2657,MAB,Silver_hake,1992,0.000708612,,,,,,CFDBS,NMFS/NEFSC,nd
2658,MAB,Silver_hake,1993,0.00283617,,,,,,CFDBS,NMFS/NEFSC,nd
2659,MAB,Silver_hake,1994,0.001437082,,,,,,CFDBS,NMFS/NEFSC,nd
2660,MAB,Silver_hake,1995,0.005282258,,,,,,CFDBS,NMFS/NEFSC,nd
2661,MAB,Silver_hake,1996,0.002438567,,,,,,CFDBS,NMFS/NEFSC,nd
2662,MAB,Silver_hake,1997,0.003296883,,,,,,CFDBS,NMFS/NEFSC,nd
2663,MAB,Silver_hake,1998,0.002257262,,,,,,CFDBS,NMFS/NEFSC,nd
2664,MAB,Silver_hake,1999,0.001300329,,,,,,CFDBS,NMFS/NEFSC,nd
2665,MAB,Silver_hake,2000,0.000314187,,,,,,CFDBS,NMFS/NEFSC,nd
2666,MAB,Silver_hake,2001,0.003683874,,,,,,CFDBS,NMFS/NEFSC,nd
2667,MAB,Silver_hake,2002,0.004731995,,,,,,CFDBS,NMFS/NEFSC,nd
2668,MAB,Silver_hake,2003,0.000745167,,,,,,CFDBS,NMFS/NEFSC,nd
2669,MAB,Silver_hake,2004,0.001842439,,,,,,CFDBS,NMFS/NEFSC,nd
2670,MAB,Silver_hake,2005,0.000507397,,,,,,CFDBS,NMFS/NEFSC,nd
2671,MAB,Silver_hake,2006,0.000365072,,,,,,CFDBS,NMFS/NEFSC,nd
2672,MAB,Silver_hake,2007,0.000664441,,,,,,CFDBS,NMFS/NEFSC,nd
2673,MAB,Skates_NS,1967,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2674,MAB,Skates_NS,1968,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2675,MAB,Skates_NS,1969,0.007069439,,,,,,CFDBS,NMFS/NEFSC,nd
2676,MAB,Skates_NS,1970,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2677,MAB,Skates_NS,1971,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2678,MAB,Skates_NS,1972,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2679,MAB,Skates_NS,1973,0.000131163,,,,,,CFDBS,NMFS/NEFSC,nd
2680,MAB,Skates_NS,1974,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2681,MAB,Skates_NS,1975,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2682,MAB,Skates_NS,1976,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2683,MAB,Skates_NS,1977,0.000715015,,,,,,CFDBS,NMFS/NEFSC,nd
2684,MAB,Skates_NS,1978,3.23124e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2685,MAB,Skates_NS,1979,3.92381e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2686,MAB,Skates_NS,1980,9.01694e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2687,MAB,Skates_NS,1981,4.11649e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2688,MAB,Skates_NS,1982,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2689,MAB,Skates_NS,1983,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2690,MAB,Skates_NS,1984,3.40566e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2691,MAB,Skates_NS,1985,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2692,MAB,Skates_NS,1986,0.002452516,,,,,,CFDBS,NMFS/NEFSC,nd
2693,MAB,Skates_NS,1987,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2694,MAB,Skates_NS,1988,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2695,MAB,Skates_NS,1989,1.49224e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2696,MAB,Skates_NS,1990,4.19588e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2697,MAB,Skates_NS,1991,0.000982228,,,,,,CFDBS,NMFS/NEFSC,nd
2698,MAB,Skates_NS,1992,0.003025809,,,,,,CFDBS,NMFS/NEFSC,nd
2699,MAB,Skates_NS,1993,0.004552641,,,,,,CFDBS,NMFS/NEFSC,nd
2700,MAB,Skates_NS,1994,0.002917186,,,,,,CFDBS,NMFS/NEFSC,nd
2701,MAB,Skates_NS,1995,0.003637559,,,,,,CFDBS,NMFS/NEFSC,nd
2702,MAB,Skates_NS,1996,0.004307676,,,,,,CFDBS,NMFS/NEFSC,nd
2703,MAB,Skates_NS,1997,0.008268854,,,,,,CFDBS,NMFS/NEFSC,nd
2704,MAB,Skates_NS,1998,0.011181217,,,,,,CFDBS,NMFS/NEFSC,nd
2705,MAB,Skates_NS,1999,0.009027603,,,,,,CFDBS,NMFS/NEFSC,nd
2706,MAB,Skates_NS,2000,0.012085486,,,,,,CFDBS,NMFS/NEFSC,nd
2707,MAB,Skates_NS,2001,0.00740959,,,,,,CFDBS,NMFS/NEFSC,nd
2708,MAB,Skates_NS,2002,0.006432764,,,,,,CFDBS,NMFS/NEFSC,nd
2709,MAB,Skates_NS,2003,0.004362552,,,,,,CFDBS,NMFS/NEFSC,nd
2710,MAB,Skates_NS,2004,0.003260474,,,,,,CFDBS,NMFS/NEFSC,nd
2711,MAB,Skates_NS,2005,0.005020201,,,,,,CFDBS,NMFS/NEFSC,nd
2712,MAB,Skates_NS,2006,0.001311555,,,,,,CFDBS,NMFS/NEFSC,nd
2713,MAB,Skates_NS,2007,0.002374258,,,,,,CFDBS,NMFS/NEFSC,nd
2714,MAB,Skates_NS,2008,0.005388981,,,,,,CFDBS,NMFS/NEFSC,nd
2715,MAB,Skates_NS,2009,0.00461311,,,,,,CFDBS,NMFS/NEFSC,nd
2716,MAB,Smooth_dogfish,1968,0.039032817,,,,,,CFDBS,NMFS/NEFSC,nd
2717,MAB,Smooth_dogfish,1969,0.062567372,,,,,,CFDBS,NMFS/NEFSC,nd
2718,MAB,Smooth_dogfish,1970,0.003861404,,,,,,CFDBS,NMFS/NEFSC,nd
2719,MAB,Smooth_dogfish,1971,0.112243846,,,,,,CFDBS,NMFS/NEFSC,nd
2720,MAB,Smooth_dogfish,1972,0.194139987,,,,,,CFDBS,NMFS/NEFSC,nd
2721,MAB,Smooth_dogfish,1973,0.102836444,,,,,,CFDBS,NMFS/NEFSC,nd
2722,MAB,Smooth_dogfish,1974,0.160951718,,,,,,CFDBS,NMFS/NEFSC,nd
2723,MAB,Smooth_dogfish,1975,0.214226163,,,,,,CFDBS,NMFS/NEFSC,nd
2724,MAB,Smooth_dogfish,1976,0.151754406,,,,,,CFDBS,NMFS/NEFSC,nd
2725,MAB,Smooth_dogfish,1977,0.073108085,,,,,,CFDBS,NMFS/NEFSC,nd
2726,MAB,Smooth_dogfish,1978,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2727,MAB,Smooth_dogfish,1979,0.000100424,,,,,,CFDBS,NMFS/NEFSC,nd
2728,MAB,Smooth_dogfish,1980,0.000765736,,,,,,CFDBS,NMFS/NEFSC,nd
2729,MAB,Smooth_dogfish,1981,0.002661247,,,,,,CFDBS,NMFS/NEFSC,nd
2730,MAB,Smooth_dogfish,1982,0.000896272,,,,,,CFDBS,NMFS/NEFSC,nd
2731,MAB,Smooth_dogfish,1983,0.000465505,,,,,,CFDBS,NMFS/NEFSC,nd
2732,MAB,Smooth_dogfish,1984,0.000170621,,,,,,CFDBS,NMFS/NEFSC,nd
2733,MAB,Smooth_dogfish,1985,0.001292197,,,,,,CFDBS,NMFS/NEFSC,nd
2734,MAB,Smooth_dogfish,1986,0.000115648,,,,,,CFDBS,NMFS/NEFSC,nd
2735,MAB,Smooth_dogfish,1987,0.000415452,,,,,,CFDBS,NMFS/NEFSC,nd
2736,MAB,Smooth_dogfish,1988,8.46678e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2737,MAB,Smooth_dogfish,1989,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2738,MAB,Smooth_dogfish,1990,0.000191121,,,,,,CFDBS,NMFS/NEFSC,nd
2739,MAB,Smooth_dogfish,1991,0.003217247,,,,,,CFDBS,NMFS/NEFSC,nd
2740,MAB,Smooth_dogfish,1992,0.004799334,,,,,,CFDBS,NMFS/NEFSC,nd
2741,MAB,Smooth_dogfish,1993,0.003968668,,,,,,CFDBS,NMFS/NEFSC,nd
2742,MAB,Smooth_dogfish,1994,0.0036999,,,,,,CFDBS,NMFS/NEFSC,nd
2743,MAB,Smooth_dogfish,1995,0.002907293,,,,,,CFDBS,NMFS/NEFSC,nd
2744,MAB,Smooth_dogfish,1996,0.004763393,,,,,,CFDBS,NMFS/NEFSC,nd
2745,MAB,Smooth_dogfish,1997,0.003626293,,,,,,CFDBS,NMFS/NEFSC,nd
2746,MAB,Smooth_dogfish,1998,0.004087973,,,,,,CFDBS,NMFS/NEFSC,nd
2747,MAB,Smooth_dogfish,1999,0.004956022,,,,,,CFDBS,NMFS/NEFSC,nd
2748,MAB,Smooth_dogfish,2000,0.004468396,,,,,,CFDBS,NMFS/NEFSC,nd
2749,MAB,Smooth_dogfish,2001,0.004274475,,,,,,CFDBS,NMFS/NEFSC,nd
2750,MAB,Smooth_dogfish,2002,0.005813966,,,,,,CFDBS,NMFS/NEFSC,nd
2751,MAB,Smooth_dogfish,2003,0.005731135,,,,,,CFDBS,NMFS/NEFSC,nd
2752,MAB,Smooth_dogfish,2004,0.007452202,,,,,,CFDBS,NMFS/NEFSC,nd
2753,MAB,Smooth_dogfish,2005,0.004141773,,,,,,CFDBS,NMFS/NEFSC,nd
2754,MAB,Smooth_dogfish,2006,0.00372828,,,,,,CFDBS,NMFS/NEFSC,nd
2755,MAB,Smooth_dogfish,2007,0.006112195,,,,,,CFDBS,NMFS/NEFSC,nd
2756,MAB,Smooth_dogfish,2008,0.007300556,,,,,,CFDBS,NMFS/NEFSC,nd
2757,MAB,Smooth_dogfish,2009,0.013259054,,,,,,CFDBS,NMFS/NEFSC,nd
2758,MAB,Spiny_dogfish,1968,0.009704048,,,,,,CFDBS,NMFS/NEFSC,nd
2759,MAB,Spiny_dogfish,1969,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2760,MAB,Spiny_dogfish,1970,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2761,MAB,Spiny_dogfish,1971,0.080952611,,,,,,CFDBS,NMFS/NEFSC,nd
2762,MAB,Spiny_dogfish,1972,0.115285825,,,,,,CFDBS,NMFS/NEFSC,nd
2763,MAB,Spiny_dogfish,1973,0.006256238,,,,,,CFDBS,NMFS/NEFSC,nd
2764,MAB,Spiny_dogfish,1974,0.054608544,,,,,,CFDBS,NMFS/NEFSC,nd
2765,MAB,Spiny_dogfish,1975,0.101294432,,,,,,CFDBS,NMFS/NEFSC,nd
2766,MAB,Spiny_dogfish,1976,0.016124303,,,,,,CFDBS,NMFS/NEFSC,nd
2767,MAB,Spiny_dogfish,1977,0.068863246,,,,,,CFDBS,NMFS/NEFSC,nd
2768,MAB,Spiny_dogfish,1978,0.000344263,,,,,,CFDBS,NMFS/NEFSC,nd
2769,MAB,Spiny_dogfish,1979,0.00042038,,,,,,CFDBS,NMFS/NEFSC,nd
2770,MAB,Spiny_dogfish,1980,2.40801e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2771,MAB,Spiny_dogfish,1981,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2772,MAB,Spiny_dogfish,1982,0.035814521,,,,,,CFDBS,NMFS/NEFSC,nd
2773,MAB,Spiny_dogfish,1983,0.001445252,,,,,,CFDBS,NMFS/NEFSC,nd
2774,MAB,Spiny_dogfish,1984,0.001977155,,,,,,CFDBS,NMFS/NEFSC,nd
2775,MAB,Spiny_dogfish,1985,0.002088838,,,,,,CFDBS,NMFS/NEFSC,nd
2776,MAB,Spiny_dogfish,1986,0.002008093,,,,,,CFDBS,NMFS/NEFSC,nd
2777,MAB,Spiny_dogfish,1987,6.98083e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2778,MAB,Spiny_dogfish,1988,6.63279e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2779,MAB,Spiny_dogfish,1989,0.000144451,,,,,,CFDBS,NMFS/NEFSC,nd
2780,MAB,Spiny_dogfish,1990,0.043879966,,,,,,CFDBS,NMFS/NEFSC,nd
2781,MAB,Spiny_dogfish,1991,0.050461246,,,,,,CFDBS,NMFS/NEFSC,nd
2782,MAB,Spiny_dogfish,1992,0.041414192,,,,,,CFDBS,NMFS/NEFSC,nd
2783,MAB,Spiny_dogfish,1993,0.024031337,,,,,,CFDBS,NMFS/NEFSC,nd
2784,MAB,Spiny_dogfish,1994,0.015877339,,,,,,CFDBS,NMFS/NEFSC,nd
2785,MAB,Spiny_dogfish,1995,0.033277766,,,,,,CFDBS,NMFS/NEFSC,nd
2786,MAB,Spiny_dogfish,1996,0.08923382,,,,,,CFDBS,NMFS/NEFSC,nd
2787,MAB,Spiny_dogfish,1997,0.085254942,,,,,,CFDBS,NMFS/NEFSC,nd
2788,MAB,Spiny_dogfish,1998,0.080520366,,,,,,CFDBS,NMFS/NEFSC,nd
2789,MAB,Spiny_dogfish,1999,0.078041415,,,,,,CFDBS,NMFS/NEFSC,nd
2790,MAB,Spiny_dogfish,2000,0.058466753,,,,,,CFDBS,NMFS/NEFSC,nd
2791,MAB,Spiny_dogfish,2001,0.000114326,,,,,,CFDBS,NMFS/NEFSC,nd
2792,MAB,Spiny_dogfish,2002,0.000136708,,,,,,CFDBS,NMFS/NEFSC,nd
2793,MAB,Spiny_dogfish,2003,0.000220998,,,,,,CFDBS,NMFS/NEFSC,nd
2794,MAB,Spiny_dogfish,2004,0.014079757,,,,,,CFDBS,NMFS/NEFSC,nd
2795,MAB,Spiny_dogfish,2005,0.000441646,,,,,,CFDBS,NMFS/NEFSC,nd
2796,MAB,Spiny_dogfish,2006,0.004054479,,,,,,CFDBS,NMFS/NEFSC,nd
2797,MAB,Spiny_dogfish,2007,0.010576565,,,,,,CFDBS,NMFS/NEFSC,nd
2798,MAB,Spiny_dogfish,2008,0.020975235,,,,,,CFDBS,NMFS/NEFSC,nd
2799,MAB,Spiny_dogfish,2009,0.023303109,,,,,,CFDBS,NMFS/NEFSC,nd
2800,MAB,Summer_flounder,1967,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2801,MAB,Summer_flounder,1968,0.001060781,,,,,,CFDBS,NMFS/NEFSC,nd
2802,MAB,Summer_flounder,1969,0.001615287,,,,,,CFDBS,NMFS/NEFSC,nd
2803,MAB,Summer_flounder,1970,0.002014018,,,,,,CFDBS,NMFS/NEFSC,nd
2804,MAB,Summer_flounder,1971,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2805,MAB,Summer_flounder,1972,9.37944e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2806,MAB,Summer_flounder,1973,0.000779186,,,,,,CFDBS,NMFS/NEFSC,nd
2807,MAB,Summer_flounder,1974,0.000341881,,,,,,CFDBS,NMFS/NEFSC,nd
2808,MAB,Summer_flounder,1975,0.000875575,,,,,,CFDBS,NMFS/NEFSC,nd
2809,MAB,Summer_flounder,1976,0.002596767,,,,,,CFDBS,NMFS/NEFSC,nd
2810,MAB,Summer_flounder,1977,0.002853369,,,,,,CFDBS,NMFS/NEFSC,nd
2811,MAB,Summer_flounder,1978,0.066302881,,,,,,CFDBS,NMFS/NEFSC,nd
2812,MAB,Summer_flounder,1979,0.118973256,,,,,,CFDBS,NMFS/NEFSC,nd
2813,MAB,Summer_flounder,1980,0.119296975,,,,,,CFDBS,NMFS/NEFSC,nd
2814,MAB,Summer_flounder,1981,0.045129936,,,,,,CFDBS,NMFS/NEFSC,nd
2815,MAB,Summer_flounder,1982,0.066219341,,,,,,CFDBS,NMFS/NEFSC,nd
2816,MAB,Summer_flounder,1983,0.102825856,,,,,,CFDBS,NMFS/NEFSC,nd
2817,MAB,Summer_flounder,1984,0.153989744,,,,,,CFDBS,NMFS/NEFSC,nd
2818,MAB,Summer_flounder,1985,0.087984313,,,,,,CFDBS,NMFS/NEFSC,nd
2819,MAB,Summer_flounder,1986,0.052758187,,,,,,CFDBS,NMFS/NEFSC,nd
2820,MAB,Summer_flounder,1987,0.070034441,,,,,,CFDBS,NMFS/NEFSC,nd
2821,MAB,Summer_flounder,1988,0.103790805,,,,,,CFDBS,NMFS/NEFSC,nd
2822,MAB,Summer_flounder,1989,0.047523468,,,,,,CFDBS,NMFS/NEFSC,nd
2823,MAB,Summer_flounder,1990,0.028633559,,,,,,CFDBS,NMFS/NEFSC,nd
2824,MAB,Summer_flounder,1991,0.04240233,,,,,,CFDBS,NMFS/NEFSC,nd
2825,MAB,Summer_flounder,1992,0.051818092,,,,,,CFDBS,NMFS/NEFSC,nd
2826,MAB,Summer_flounder,1993,0.036385607,,,,,,CFDBS,NMFS/NEFSC,nd
2827,MAB,Summer_flounder,1994,0.035852732,,,,,,CFDBS,NMFS/NEFSC,nd
2828,MAB,Summer_flounder,1995,0.035071062,,,,,,CFDBS,NMFS/NEFSC,nd
2829,MAB,Summer_flounder,1996,0.029706343,,,,,,CFDBS,NMFS/NEFSC,nd
2830,MAB,Summer_flounder,1997,0.026876196,,,,,,CFDBS,NMFS/NEFSC,nd
2831,MAB,Summer_flounder,1998,0.038224522,,,,,,CFDBS,NMFS/NEFSC,nd
2832,MAB,Summer_flounder,1999,0.034631079,,,,,,CFDBS,NMFS/NEFSC,nd
2833,MAB,Summer_flounder,2000,0.035974458,,,,,,CFDBS,NMFS/NEFSC,nd
2834,MAB,Summer_flounder,2001,0.035857432,,,,,,CFDBS,NMFS/NEFSC,nd
2835,MAB,Summer_flounder,2002,0.049048093,,,,,,CFDBS,NMFS/NEFSC,nd
2836,MAB,Summer_flounder,2003,0.046665388,,,,,,CFDBS,NMFS/NEFSC,nd
2837,MAB,Summer_flounder,2004,0.051907544,,,,,,CFDBS,NMFS/NEFSC,nd
2838,MAB,Summer_flounder,2005,0.044408197,,,,,,CFDBS,NMFS/NEFSC,nd
2839,MAB,Summer_flounder,2006,0.033534101,,,,,,CFDBS,NMFS/NEFSC,nd
2840,MAB,Summer_flounder,2007,0.022170427,,,,,,CFDBS,NMFS/NEFSC,nd
2841,MAB,Summer_flounder,2008,0.024081407,,,,,,CFDBS,NMFS/NEFSC,nd
2842,MAB,Summer_flounder,2009,0.031709323,,,,,,CFDBS,NMFS/NEFSC,nd
2843,MAB,White_hake,1968,7.11078e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2844,MAB,White_hake,1969,3.54667e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2845,MAB,White_hake,1970,1.07814e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2846,MAB,White_hake,1971,3.24428e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2847,MAB,White_hake,1972,1.05156e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2848,MAB,White_hake,1973,0.000114305,,,,,,CFDBS,NMFS/NEFSC,nd
2849,MAB,White_hake,1974,6.11697e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2850,MAB,White_hake,1975,0.000108635,,,,,,CFDBS,NMFS/NEFSC,nd
2851,MAB,White_hake,1976,0.00010502,,,,,,CFDBS,NMFS/NEFSC,nd
2852,MAB,White_hake,1977,9.09059e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2853,MAB,White_hake,1978,0.000124548,,,,,,CFDBS,NMFS/NEFSC,nd
2854,MAB,White_hake,1979,0.000122888,,,,,,CFDBS,NMFS/NEFSC,nd
2855,MAB,White_hake,1980,7.60586e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2856,MAB,White_hake,1981,6.17725e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2857,MAB,White_hake,1982,0.00068168,,,,,,CFDBS,NMFS/NEFSC,nd
2858,MAB,White_hake,1983,9.55528e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2859,MAB,White_hake,1984,4.10052e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2860,MAB,White_hake,1985,8.76331e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2861,MAB,White_hake,1986,0.000123874,,,,,,CFDBS,NMFS/NEFSC,nd
2862,MAB,White_hake,1987,5.77962e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2863,MAB,White_hake,1988,9.02513e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2864,MAB,White_hake,1989,3.95635e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2865,MAB,White_hake,1990,7.92941e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2866,MAB,White_hake,1991,8.51118e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2867,MAB,White_hake,1992,2.85162e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2868,MAB,White_hake,1993,5.97419e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2869,MAB,White_hake,1994,3.40614e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2870,MAB,White_hake,1995,4.43135e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2871,MAB,White_hake,1996,8.40825e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2872,MAB,White_hake,1997,5.46398e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2873,MAB,White_hake,1998,3.94229e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2874,MAB,White_hake,1999,5.45584e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2875,MAB,White_hake,2000,3.72955e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2876,MAB,White_hake,2001,3.52878e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2877,MAB,White_hake,2002,4.14535e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2878,MAB,White_hake,2003,3.81031e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2879,MAB,White_hake,2004,4.02632e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2880,MAB,White_hake,2005,6.7321e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2881,MAB,White_hake,2006,5.10909e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2882,MAB,White_hake,2007,4.56429e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2883,MAB,White_hake,2008,5.88675e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2884,MAB,White_hake,2009,2.74485e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2885,MAB,Windowpane,1975,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2886,MAB,Windowpane,1976,0.0,,,,,,CFDBS,NMFS/NEFSC,nd
2887,MAB,Windowpane,1977,1.41881e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2888,MAB,Windowpane,1978,1.09748e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2889,MAB,Windowpane,1979,5.65697e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2890,MAB,Windowpane,1980,3.58092e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2891,MAB,Windowpane,1981,2.3412e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2892,MAB,Windowpane,1982,3.53014e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2893,MAB,Windowpane,1983,4.34908e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2894,MAB,Windowpane,1984,3.90806e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2895,MAB,Windowpane,1985,1.65775e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2896,MAB,Windowpane,1986,1.22509e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2897,MAB,Windowpane,1987,6.85725e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2898,MAB,Windowpane,1988,7.0346e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2899,MAB,Windowpane,1989,7.66746e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2900,MAB,Windowpane,1990,1.11535e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2901,MAB,Windowpane,1991,9.11244e-07,,,,,,CFDBS,NMFS/NEFSC,nd
2902,MAB,Windowpane,1992,1.53404e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2903,MAB,Windowpane,1993,2.46131e-06,,,,,,CFDBS,NMFS/NEFSC,nd
2904,MAB,Windowpane,1994,3.232e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2905,MAB,Windowpane,1995,3.24131e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2906,MAB,Windowpane,1996,1.90583e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2907,MAB,Windowpane,1997,9.81507e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2908,MAB,Windowpane,1998,7.05446e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2909,MAB,Windowpane,1999,0.000271386,,,,,,CFDBS,NMFS/NEFSC,nd
2910,MAB,Windowpane,2000,0.000112562,,,,,,CFDBS,NMFS/NEFSC,nd
2911,MAB,Windowpane,2001,0.000112704,,,,,,CFDBS,NMFS/NEFSC,nd
2912,MAB,Windowpane,2002,2.46388e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2913,MAB,Windowpane,2003,2.54477e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2914,MAB,Windowpane,2004,4.2784e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2915,MAB,Windowpane,2005,3.20316e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2916,MAB,Windowpane,2006,8.44243e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2917,MAB,Windowpane,2007,9.80155e-05,,,,,,CFDBS,NMFS/NEFSC,nd
2918,MAB,Winter_flounder,1967,0.038176947,,,,,,CFDBS,NMFS/NEFSC,nd
2919,MAB,Winter_flounder,1968,0.01708169,,,,,,CFDBS,NMFS/NEFSC,nd
2920,MAB,Winter_flounder,1969,0.00611472,,,,,,CFDBS,NMFS/NEFSC,nd
2921,MAB,Winter_flounder,1970,0.002514307,,,,,,CFDBS,NMFS/NEFSC,nd
2922,MAB,Winter_flounder,1971,0.003825391,,,,,,CFDBS,NMFS/NEFSC,nd
2923,MAB,Winter_flounder,1972,0.00157797,,,,,,CFDBS,NMFS/NEFSC,nd
2924,MAB,Winter_flounder,1973,0.013791458,,,,,,CFDBS,NMFS/NEFSC,nd
2925,MAB,Winter_flounder,1974,0.00359553,,,,,,CFDBS,NMFS/NEFSC,nd
2926,MAB,Winter_flounder,1975,0.001596176,,,,,,CFDBS,NMFS/NEFSC,nd
2927,MAB,Winter_flounder,1976,0.000919028,,,,,,CFDBS,NMFS/NEFSC,nd
2928,MAB,Winter_flounder,1977,0.001309465,,,,,,CFDBS,NMFS/NEFSC,nd
2929,MAB,Winter_flounder,1978,0.002008752,,,,,,CFDBS,NMFS/NEFSC,nd
2930,MAB,Winter_flounder,1979,0.000488303,,,,,,CFDBS,NMFS/NEFSC,nd
2931,MAB,Winter_flounder,1980,0.002660661,,,,,,CFDBS,NMFS/NEFSC,nd
