,ecosystem,species,year,biomass,biomass_SE,abundance,abundance_SE,biomass_index,biomass_index_SE,abundance_index,abundance_index_units,abundance_index_SE,avg_len,avg_mass,source,agency,season
20055,NJ,ATLANTIC_MACKEREL,1989,,,,,0.082394366197,0.014548007251,1.3797887324,0.25095907347,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20056,NJ,ATLANTIC_MACKEREL,1991,,,,,0.015584415584,0.0038961038961,0.33766233766,0.093149068361,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20057,NJ,ATLANTIC_MACKEREL,1993,,,,,0.0020512820513,,0.012820512821,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20058,NJ,ATLANTIC_MACKEREL,1996,,,,,0.00076923076923,0.00012820512821,0.025641025641,0,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20059,NJ,ATLANTIC_MACKEREL,1998,,,,,0.014102564103,,0.29487179487,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20060,NJ,ATLANTIC_MACKEREL,1999,,,,,0.0015384615385,,0.025641025641,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20061,NJ,ATLANTIC_MACKEREL,2003,,,,,0.28607594937,0.08807038274,11.02164557,3.4825012792,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20062,NJ,ATLANTIC_MACKEREL,2007,,,,,0.021265822785,0.0012171661146,0.31962025316,0.029010548446,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20063,NJ,ATLANTIC_MACKEREL,1989,,,,,2.3907352941,0.033521716295,,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20064,NJ,ATLANTIC_MACKEREL,1990,,,,,0.054492753623,0.0025539164577,0.2397826087,0.008586431673,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20065,NJ,ATLANTIC_MACKEREL,1991,,,,,1.3087654321,0.021378265827,19.13037037,0.21858050813,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20066,NJ,ATLANTIC_MACKEREL,1992,,,,,0.092098765432,0.0040105913175,0.62913580247,0.033928604376,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20067,NJ,ATLANTIC_MACKEREL,1993,,,,,0.00063291139241,,0.012658227848,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20068,NJ,ATLANTIC_MACKEREL,1994,,,,,0.0057692307692,0.0003700963264,0.16782051282,0.030712227587,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20069,NJ,ATLANTIC_MACKEREL,1995,,,,,0.062625,0.0024818467594,0.26875,0.011138929632,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20070,NJ,ATLANTIC_MACKEREL,1996,,,,,0.173,0.003043551747,1.4375,0.020656873299,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20071,NJ,ATLANTIC_MACKEREL,1997,,,,,0.62717948718,0.014497229402,2.9396794872,0.06981954283,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20072,NJ,ATLANTIC_MACKEREL,1998,,,,,0.232125,0.015220064539,0.9505,0.055117814,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20073,NJ,ATLANTIC_MACKEREL,1999,,,,,0.17692307692,0.0041907895441,0.39769230769,0.0084304011399,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20074,NJ,ATLANTIC_MACKEREL,2000,,,,,0.52858974359,0.011042699603,2.7603846154,0.07142279063,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20075,NJ,ATLANTIC_MACKEREL,2001,,,,,0.44873417722,0.010001116473,23.59943038,0.83286383501,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20076,NJ,ATLANTIC_MACKEREL,2002,,,,,0.072307692308,0.0071282214417,0.14051282051,0.0047495760616,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20077,NJ,ATLANTIC_MACKEREL,2003,,,,,0.37708860759,0.015709816106,1.6847468354,0.067833457578,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20078,NJ,ATLANTIC_MACKEREL,2004,,,,,4.887721519,0.092074948996,68.518227848,1.2881266669,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20079,NJ,ATLANTIC_MACKEREL,2005,,,,,17.345769231,0.21334024101,,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20080,NJ,ATLANTIC_MACKEREL,2006,,,,,0.017692307692,0.0011773484884,0.16666666667,0.007704169392,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20081,NJ,ATLANTIC_MACKEREL,2007,,,,,0.14833333333,0.0022197711917,0.37256410256,0.0060046805798,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20082,NJ,ATLANTIC_MACKEREL,2008,,,,,0.042051282051,0.0012427586816,0.29487179487,0.0188356073,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20083,NJ,ATLANTIC_MACKEREL,2009,,,,,0.019743589744,0.0011354983124,0.12820512821,0.0042735042735,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20084,NJ,ATLANTIC_MACKEREL,2010,,,,,0.079090909091,0.0039993612527,0.2987012987,0.015988405522,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20085,NJ,ATLANTIC_MACKEREL,1989,,,,,0.23981481481,0.0076968279105,2.1296296296,0.073492996057,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20086,NJ,ATLANTIC_MACKEREL,1990,,,,,0.43666666667,0.21166666667,5.7133333333,2.8235,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20087,NJ,ATLANTIC_MACKEREL,1991,,,,,3.1570967742,0.15322789959,10.271612903,0.45714680937,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20088,NJ,ATLANTIC_MACKEREL,1992,,,,,0.16838709677,0.033285128169,0.90919354839,0.18438991772,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20089,NJ,ATLANTIC_MACKEREL,1993,,,,,0.032,0.0052068331173,0.16666666667,0.011111111111,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20090,NJ,ATLANTIC_MACKEREL,1995,,,,,0.53133333333,0.070041588175,3.3,0.46990444261,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20091,NJ,ATLANTIC_MACKEREL,1996,,,,,0.012903225806,,0.032258064516,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20092,NJ,ATLANTIC_MACKEREL,1997,,,,,0.0090322580645,,0.10258064516,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20093,NJ,ATLANTIC_MACKEREL,1998,,,,,0.286,0.052920187984,3.6358333333,0.83096422789,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20094,NJ,ATLANTIC_MACKEREL,1999,,,,,0.669,0.090913854219,1.4366666667,0.20384110778,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20095,NJ,ATLANTIC_MACKEREL,2000,,,,,2.292,0.33317987579,11.919666667,1.7697832058,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20096,NJ,ATLANTIC_MACKEREL,2001,,,,,0.019333333333,,0.069,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20097,NJ,ATLANTIC_MACKEREL,2002,,,,,0.35483870968,0.019159439933,1.6424193548,0.084618113078,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20098,NJ,ATLANTIC_MACKEREL,2003,,,,,8.6493333333,0.33471704066,35.411666667,1.3024377575,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20099,NJ,ATLANTIC_MACKEREL,2004,,,,,1.324,0.638,8.4,4.0666666667,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20100,NJ,ATLANTIC_MACKEREL,2005,,,,,2.839,0.15703664303,14.9,0.79555930046,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20101,NJ,ATLANTIC_MACKEREL,2006,,,,,30.442,1.3094243084,139.769,5.9744846186,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20102,NJ,ATLANTIC_MACKEREL,2007,,,,,0.43366666667,0.023516000246,1.8993333333,0.095826010762,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20103,NJ,ATLANTIC_MACKEREL,2008,,,,,0.066666666667,0.0046904157598,0.26666666667,0.013333333333,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20104,NJ,ATLANTIC_MACKEREL,2009,,,,,1.333,0.046926740785,9.4333333333,0.33067645953,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20105,NJ,ATLANTIC_MACKEREL,2010,,,,,0.066,0.024333333333,0.33333333333,0.1,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20106,NJ,ATLANTIC_MENHADEN,1988,,,,,0.12808823529,0.0026486788107,1.0246323529,0.021491318051,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20107,NJ,ATLANTIC_MENHADEN,1989,,,,,0.069718309859,0.0016681538032,,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20108,NJ,ATLANTIC_MENHADEN,1990,,,,,0.18305555556,0.0096309401692,0.75368055556,0.041897662719,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20109,NJ,ATLANTIC_MENHADEN,1991,,,,,0.055584415584,0.002077632169,0.72597402597,0.05655608113,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20110,NJ,ATLANTIC_MENHADEN,1992,,,,,0.062025316456,0.0051480251665,0.58227848101,0.082463278354,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20111,NJ,ATLANTIC_MENHADEN,1993,,,,,0.10192307692,0.0032225238727,0.28653846154,0.010021372635,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20112,NJ,ATLANTIC_MENHADEN,1994,,,,,0.1808974359,0.002104991748,4.3967948718,0.057494101626,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20113,NJ,ATLANTIC_MENHADEN,1995,,,,,0.042820512821,0.0018427873706,0.205,0.0028321728683,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20114,NJ,ATLANTIC_MENHADEN,1996,,,,,0.10217948718,0.0029278269553,0.32051282051,0.0084874467862,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20115,NJ,ATLANTIC_MENHADEN,1997,,,,,0.016666666667,0.00070159406719,0.41814102564,0.018308904346,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20116,NJ,ATLANTIC_MENHADEN,1998,,,,,0.0041025641026,0.00061633355136,0.076923076923,0.012820512821,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20117,NJ,ATLANTIC_MENHADEN,1999,,,,,0.095512820513,0.010971854214,26.95974359,2.9156141867,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20118,NJ,ATLANTIC_MENHADEN,2000,,,,,2.1441772152,0.22901940926,5.0697468354,0.40282047981,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20119,NJ,ATLANTIC_MENHADEN,2001,,,,,0.013076923077,0.0012117475965,0.063461538462,0.0086558244019,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20120,NJ,ATLANTIC_MENHADEN,2002,,,,,0.90265822785,0.015860166812,5.6307594937,0.075454566034,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20121,NJ,ATLANTIC_MENHADEN,2003,,,,,0.21,0.0046549566593,19.13278481,0.5897187594,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20122,NJ,ATLANTIC_MENHADEN,2004,,,,,0.91320512821,0.015721587889,34.230769231,0.94485597803,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20123,NJ,ATLANTIC_MENHADEN,2005,,,,,2.6288461538,0.066677375216,6.0879487179,0.15646997685,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20124,NJ,ATLANTIC_MENHADEN,2006,,,,,0.87128205128,0.027984136465,4.2821153846,0.13610938196,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20125,NJ,ATLANTIC_MENHADEN,2007,,,,,3.0558227848,0.090425071995,113.97462025,4.5117048952,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20126,NJ,ATLANTIC_MENHADEN,2008,,,,,0.39756410256,0.010623942205,1.4855769231,0.034223690864,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20127,NJ,ATLANTIC_MENHADEN,2009,,,,,0.53,0.0079603460253,1.9698717949,0.029273265989,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20128,NJ,ATLANTIC_MENHADEN,2010,,,,,0.83961538462,0.0120854625,5.3307692308,0.13855471279,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20129,NJ,ATLANTIC_MENHADEN,1989,,,,,0.0066176470588,,0.015220588235,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20130,NJ,ATLANTIC_MENHADEN,1990,,,,,0.010144927536,0.00048309178744,0.043623188406,0.0001344870619,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20131,NJ,ATLANTIC_MENHADEN,1991,,,,,0.0049382716049,,0.012469135802,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20132,NJ,ATLANTIC_MENHADEN,1992,,,,,0.077777777778,0.003810108082,0.18438271605,0.0091876636576,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20133,NJ,ATLANTIC_MENHADEN,1995,,,,,0.068375,0.00085908942684,0.200625,0.0023676183633,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20134,NJ,ATLANTIC_MENHADEN,1996,,,,,0.0555,0.0028650189063,0.134375,0.0069604849468,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20135,NJ,ATLANTIC_MENHADEN,1997,,,,,0.012820512821,,0.026923076923,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20136,NJ,ATLANTIC_MENHADEN,2000,,,,,0.0089743589744,,0.012820512821,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20137,NJ,ATLANTIC_MENHADEN,2002,,,,,0.014487179487,0.0015762454245,0.82365384615,0.12233708659,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20138,NJ,ATLANTIC_MENHADEN,2004,,,,,0.0098734177215,0.0013924050633,0.023101265823,0.0011075949367,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20139,NJ,ATLANTIC_MENHADEN,2006,,,,,0.026794871795,0.00092527385973,0.11455128205,0.0016193687378,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20140,NJ,ATLANTIC_MENHADEN,2007,,,,,0.45948717949,0.034901090636,1.436474359,0.1112824437,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20141,NJ,ATLANTIC_MENHADEN,2008,,,,,0.048205128205,0.0021508777814,0.13782051282,0.0050643040363,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20142,NJ,ATLANTIC_MENHADEN,2009,,,,,0.14692307692,0.017793398483,0.38717948718,0.046583646921,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20143,NJ,ATLANTIC_MENHADEN,2010,,,,,0.0033766233766,,0.012987012987,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20144,NJ,ATLANTIC_MENHADEN,1989,,,,,0.069444444444,0.002831240562,3.0185185185,0.1856869711,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20145,NJ,ATLANTIC_MENHADEN,1990,,,,,0.016666666667,0.0016666666667,0.065666666667,0.00033333333333,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20146,NJ,ATLANTIC_MENHADEN,1991,,,,,0.043225806452,0.0012897001685,1.4182258065,0.046525556564,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20147,NJ,ATLANTIC_MENHADEN,1992,,,,,0.036451612903,0.0012440396025,0.94709677419,0.036029116283,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20148,NJ,ATLANTIC_MENHADEN,1993,,,,,0.0043333333333,4.0655781409e-05,0.56333333333,0.010466615781,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20149,NJ,ATLANTIC_MENHADEN,1994,,,,,0.0026666666667,0.00033333333333,0.19533333333,0.008999485582,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20150,NJ,ATLANTIC_MENHADEN,1995,,,,,0.061666666667,0.0014367599504,3.65,0.13023782724,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20151,NJ,ATLANTIC_MENHADEN,1996,,,,,0.016774193548,0.001312709029,0.35483870968,0.031275353919,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20152,NJ,ATLANTIC_MENHADEN,1997,,,,,0.0012903225806,,0.032258064516,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20153,NJ,ATLANTIC_MENHADEN,1998,,,,,0.001,,0.033333333333,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20154,NJ,ATLANTIC_MENHADEN,1999,,,,,0.10466666667,0.0010151196167,6.7956666667,0.08156399122,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20155,NJ,ATLANTIC_MENHADEN,2000,,,,,0.31633333333,0.004179179938,13.166666667,0.227789601,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20156,NJ,ATLANTIC_MENHADEN,2001,,,,,0.11933333333,0.0017442494691,7.908,0.14803327122,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20157,NJ,ATLANTIC_MENHADEN,2002,,,,,0.052580645161,0.0078833137353,0.19419354839,0.017394197285,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20158,NJ,ATLANTIC_MENHADEN,2003,,,,,0.082333333333,0.0010545255907,4.9658333333,0.0758812644,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20159,NJ,ATLANTIC_MENHADEN,2004,,,,,0.49133333333,0.026423889601,81.492833333,4.4780142828,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20160,NJ,ATLANTIC_MENHADEN,2005,,,,,0.060333333333,0.0040737794506,1.8283333333,0.12229322433,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20161,NJ,ATLANTIC_MENHADEN,2006,,,,,0.0046666666667,0.00028867513459,0.23333333333,0.015957118463,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20162,NJ,ATLANTIC_MENHADEN,2007,,,,,0.11933333333,0.01532940771,0.76666666667,0.055067298893,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20163,NJ,ATLANTIC_MENHADEN,2008,,,,,0.55266666667,0.010026757553,58.028,1.1330562368,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20164,NJ,ATLANTIC_MENHADEN,2009,,,,,0.30233333333,0.029956283878,1.1666666667,0.084152353833,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20165,NJ,ATLANTIC_MENHADEN,2010,,,,,0.0066666666667,0.00032061920439,0.83333333333,0.059476171413,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,WINTER
20166,NJ,ATLANTIC_MOONFISH,1988,,,,,0.00088235294118,0.00029411764706,0.23830882353,0.10253676471,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20167,NJ,ATLANTIC_MOONFISH,1989,,,,,0.0067605633803,9.8611273523e-05,,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20168,NJ,ATLANTIC_MOONFISH,1990,,,,,0.0054166666667,0.00028538953717,0.55097222222,0.020451946006,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20169,NJ,ATLANTIC_MOONFISH,1991,,,,,0.0035064935065,0.0001716924306,0.51168831169,0.017792935673,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20170,NJ,ATLANTIC_MOONFISH,1993,,,,,0.0025641025641,0.00021066252212,0.20512820513,0.013074409009,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20171,NJ,ATLANTIC_MOONFISH,1994,,,,,0.00025641025641,0.0,0.038461538462,0.0064102564103,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20172,NJ,ATLANTIC_MOONFISH,1995,,,,,0.019230769231,0.00017609741691,3.516025641,0.032890883427,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20173,NJ,ATLANTIC_MOONFISH,1996,,,,,0.019615384615,0.00021091799863,4.0492307692,0.052999139322,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20174,NJ,ATLANTIC_MOONFISH,1997,,,,,0.0065384615385,0.00016588999083,0.64153846154,0.016400545385,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20175,NJ,ATLANTIC_MOONFISH,1998,,,,,0.00025641025641,,0.025641025641,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20176,NJ,ATLANTIC_MOONFISH,1999,,,,,0.013333333333,0.00023058172019,2.6925641026,0.064989216792,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20177,NJ,ATLANTIC_MOONFISH,2000,,,,,0.016075949367,0.00026127373445,2.3892405063,0.053342710686,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20178,NJ,ATLANTIC_MOONFISH,2001,,,,,0.055512820513,0.0013121162268,18.676602564,0.54162423905,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20179,NJ,ATLANTIC_MOONFISH,2002,,,,,0.033670886076,0.00018845568229,10.17056962,0.07519906707,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20180,NJ,ATLANTIC_MOONFISH,2003,,,,,0.018227848101,0.00015000222541,1.8736075949,0.021727252398,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20181,NJ,ATLANTIC_MOONFISH,2004,,,,,0.11358974359,0.0010575105581,,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20182,NJ,ATLANTIC_MOONFISH,2005,,,,,0.125,0.0057388568815,43.611474359,1.9255267148,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20183,NJ,ATLANTIC_MOONFISH,2006,,,,,0.012051282051,9.804566881e-05,2.6617948718,0.025182873331,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20184,NJ,ATLANTIC_MOONFISH,2007,,,,,0.12303797468,0.0014750619886,31.362341772,0.40002847211,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20185,NJ,ATLANTIC_MOONFISH,2008,,,,,0.093461538462,0.00092848786811,14.526217949,0.14333617701,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20186,NJ,ATLANTIC_MOONFISH,2009,,,,,0.10961538462,0.00079789894664,27.283333333,0.22015143182,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20187,NJ,ATLANTIC_MOONFISH,2010,,,,,0.29871794872,0.0058153446369,73.828205128,1.4340265432,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20188,NJ,ATLANTIC_MOONFISH,2002,,,,,0.00051282051282,4.2735042735e-05,0.038461538462,0,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20189,NJ,ATLANTIC_SHARPNOSE_SHARK,2002,,,,,0.1,0.0069620253165,0.02582278481,6.329113924e-005,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
20190,NJ,ATLANTIC_SHARPNOSE_SHARK,2002,,,,,0.053076923077,,0.013205128205,NA,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,SPRING
20191,NJ,ATLANTIC_SILVERSIDE,1988,,,,,0.0013235294118,0.00051470588235,0.51514705882,0.23580882353,,,,NJ_Trawl_Survey_Ocean_Stock_Assessment_Program,NJ_DEP,FALL
