,ecosystem,species,year,biomass,abundance,biomass_index,abundance_index,avg_len,avg_mass,source,agency,season
10394,LIS,Northern_moon_snail,2003,,,10.23375,3.2025,,19.968292683,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10395,LIS,Northern_moon_snail,2004,,,19.355,4.66625,,27.65,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10396,LIS,Northern_moon_snail,2005,,,4.6816666667,1.7241666667,,15.605555556,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10397,LIS,Northern_moon_snail,2006,,,8.32,2.2275,,27.733333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10398,LIS,Northern_moon_snail,2007,,,6.6783333333,1.9891666667,,15.71372549,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10399,LIS,Northern_moon_snail,2008,5.5015895104e-05,0.27507947552,12.57375,2.80125,,26.471052632,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10400,LIS,Northern_moon_snail,2009,,,10.061666667,3.0325,,24.640816327,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10401,LIS,Northern_pipefish,1986,,0.41261921328,0.13083333333,,,0.47575757576,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10402,LIS,Northern_pipefish,1992,0.00014441672465,2.0630960664,0.03875,,,0.14761904762,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10403,LIS,Northern_pipefish,1993,3.4593327982e-05,4.9514305594,0.16638655462,,,0.70714285714,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10404,LIS,Northern_pipefish,1994,5.5015895104e-05,0.55015895104,0.0425,,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10405,LIS,Northern_pipefish,2000,1.3753973776e-05,1.2378576398,0.073333333333,,,0.55,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10406,LIS,Northern_pipefish,2002,8.2523842657e-05,0.82523842657,0.0225,,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10407,LIS,Northern_pipefish,2005,8.2523842657e-05,0.82523842657,0.0375,,,0.5,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10408,LIS,Northern_pipefish,2006,8.2523842657e-05,0.82523842657,0.045,,,0.144,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10409,LIS,Northern_pipefish,2009,4.1261921328e-05,0.41261921328,0.0475,,,0.18387096774,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10410,LIS,Northern_pipefish,1988,,0.27507947552,,0.0125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10411,LIS,Northern_pipefish,1993,8.2523842657e-05,0.82523842657,,0.025,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10412,LIS,Northern_pipefish,1995,1.3753973776e-05,0.55015895104,0.01875,0.0125,,1.5,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10413,LIS,Northern_pipefish,1997,2.7507947552e-05,0.27507947552,0.044166666667,1.9416666667,,0.24090909091,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10414,LIS,Northern_pipefish,1999,1.3753973776e-05,0.55015895104,0.053333333333,0.88333333333,,0.42666666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10415,LIS,Northern_pipefish,2000,2.7507947552e-05,0.27507947552,0.0025,0.0125,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10416,LIS,Northern_pipefish,2001,6.876986888e-05,1.1003179021,0.0525,0.025,,2.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10417,LIS,Northern_pipefish,2003,5.5015895104e-05,0.55015895104,0.80125,,,1.1245614035,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10418,LIS,Northern_pipefish,2004,5.5478213551e-05,0.55478213551,1.52375,,,1.9661290323,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10419,LIS,Northern_pipefish,2005,1.3753973776e-05,0.55015895104,3.8725,,,4.3429906542,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10420,LIS,Northern_pipefish,2006,2.0630960664e-05,0.82523842657,2.0141666667,,,2.9475609756,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10421,LIS,Northern_pipefish,2007,5.5015895104e-05,0.55015895104,1.0008333333,,,1.5397435897,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10422,LIS,Northern_pipefish,2009,2.7507947552e-05,0.27507947552,2.145,,,2.7094736842,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10423,LIS,Northern_puffer,1985,,0.41261921328,0.1875,,,0.625,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10424,LIS,Northern_puffer,1986,,0.41261921328,0.068333333333,,,0.27333333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10425,LIS,Northern_puffer,1988,,0.82523842657,0.27,,,1.1368421053,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10426,LIS,Northern_puffer,1989,,0.41261921328,0.12833333333,,,0.48125,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10427,LIS,Northern_puffer,1990,,0.41261921328,0.00125,0.0125,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10428,LIS,Northern_puffer,1991,,2.0630960664,0.00083333333333,0.0083333333333,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10429,LIS,Northern_puffer,1992,4.1261921328e-05,0.41261921328,0.00083333333333,0.016666666667,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10430,LIS,Northern_puffer,1993,0.00018091765505,7.7022253146,0.0025,0.0125,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10431,LIS,Northern_puffer,1994,0.00011003179021,1.1003179021,0.0083333333333,0.0083333333333,,1.0,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10432,LIS,Northern_puffer,1995,4.1261921328e-05,0.41261921328,0.00125,0.0125,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10433,LIS,Northern_puffer,1996,8.2523842657e-05,0.82523842657,0.00625,0.025,,0.25,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10434,LIS,Northern_puffer,1997,4.1261921328e-05,0.41261921328,0.0025,0.0125,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10435,LIS,Northern_puffer,1998,9.9865809592e-05,11.553337972,0.00083333333333,0.0083333333333,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10436,LIS,Northern_puffer,1999,0.00033422156276,5.776668986,0.025,0.05,,0.5,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10437,LIS,Northern_puffer,2000,0.00016504768531,1.6504768531,0.00083333333333,0.0083333333333,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10438,LIS,Northern_puffer,2001,0.00023209830747,3.3834775489,0.00084033613445,0.0084033613445,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10439,LIS,Northern_puffer,2002,5.776668986e-05,2.4757152797,,0.0125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10440,LIS,Northern_puffer,2003,0.00016504768531,1.6504768531,,0.05,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10441,LIS,Northern_puffer,2004,0.00010315480332,1.6504768531,0.0041666666667,0.05,,0.125,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10442,LIS,Northern_puffer,2005,7.9085349213e-05,2.2281437517,0.0041666666667,0.066666666667,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10443,LIS,Northern_puffer,2007,0.00014441672465,3.3009537063,0.00125,0.0125,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10444,LIS,Northern_puffer,2009,0.00014441672465,2.0630960664,0.0075,0.0375,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10445,LIS,Northern_puffer,1984,,1.0315480332,0.51375,,,1.0538461538,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10446,LIS,Northern_puffer,1996,2.7507947552e-05,0.27507947552,0.4525,,,0.78695652174,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10447,LIS,Northern_puffer,2004,2.7739106775e-05,0.27739106775,1.23375,,,1.5421875,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10448,LIS,Northern_red_shrimp,1997,,,0.00875,0.1,,0.14,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10449,LIS,Northern_red_shrimp,2005,,,0.00125,0.0125,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10450,LIS,Northern_red_shrimp,2008,8.2523842657e-05,0.82523842657,0.005,0.05,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10451,LIS,Northern_red_shrimp,2009,4.1261921328e-05,0.41261921328,0.0025,0.02125,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10452,LIS,Northern_red_shrimp,1993,,,1.6266666667,,,2.0547368421,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10453,LIS,Northern_red_shrimp,1999,,,0.61375,,,0.90925925926,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10454,LIS,Northern_red_shrimp,2000,,,1.16,,,1.9333333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10455,LIS,Northern_red_shrimp,2001,,,0.34,,,0.68,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10456,LIS,Northern_red_shrimp,2002,1.3753973776e-06,5.5015895104,1.0833333333,,,1.5476190476,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10457,LIS,Northern_red_shrimp,2003,1.3753973776e-05,0.55015895104,0.30625,,,0.55681818182,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10458,LIS,Northern_red_shrimp,2004,,,0.59083333333,,,1.0128571429,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10459,LIS,Northern_red_shrimp,2005,,,0.315,,,0.51428571429,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10460,LIS,Northern_red_shrimp,2006,4.1261921328e-05,0.41261921328,0.61833333333,,,1.2793103448,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10461,LIS,Northern_red_shrimp,2007,2.7507947552e-05,0.27507947552,0.53875,,,0.95777777778,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10462,LIS,Northern_red_shrimp,2008,9.095777478e-05,5.4740815629,2.1616666667,,,3.0517647059,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10463,LIS,Northern_searobin,1984,,11.317555564,0.0025,0.025,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10464,LIS,Northern_searobin,1985,,25.582391224,0.00125,0.025,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10465,LIS,Northern_searobin,1986,,18.567864598,0.00125,0.0125,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10466,LIS,Northern_searobin,1987,,1.6504768531,,0.15714285714,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10467,LIS,Northern_searobin,1988,,21.043579877,,6.53125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10468,LIS,Northern_searobin,1989,,10.728099545,,0.075,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10469,LIS,Northern_searobin,1990,,31.771679423,,0.97826086957,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10470,LIS,Northern_searobin,1991,,28.058106503,,0.0875,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10471,LIS,Northern_searobin,1992,0.00044356565428,7.8397650524,,0.59482758621,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10472,LIS,Northern_searobin,1993,0.00069057185601,30.808901258,,0.1,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10473,LIS,Northern_searobin,1994,0.0010178412836,74.821617342,,0.59166666667,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10474,LIS,Northern_searobin,1995,0.00038511126573,6.6019074125,,0.1,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10475,LIS,Northern_searobin,1996,0.00076902653374,22.281437517,,0.33333333333,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10476,LIS,Northern_searobin,1997,0.00029227194274,9.0776226922,,0.125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10477,LIS,Northern_searobin,1998,0.0014430716919,52.402640087,,0.8,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10478,LIS,Northern_searobin,1999,0.00090799150212,45.388113461,,0.0875,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10479,LIS,Northern_searobin,2000,0.0013737388102,26.778986942,,1.3416666667,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10480,LIS,Northern_searobin,2001,0.0019833722023,74.931649132,,0.1875,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10481,LIS,Northern_searobin,2002,0.0024549368568,68.494789405,,0.5,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10482,LIS,Northern_searobin,2003,0.0025644107773,27.480439605,0.02,0.2,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10483,LIS,Northern_searobin,2004,0.0015261066941,86.196153655,0.02625,0.175,,0.21,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10484,LIS,Northern_searobin,2005,0.0012301193563,63.254525396,0.0091666666667,0.083333333333,,0.15714285714,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10485,LIS,Northern_searobin,2006,0.00055303065985,17.412530801,0.0425,0.45833333333,,0.26842105263,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10486,LIS,Northern_searobin,2007,0.0012975159243,94.283490235,0.0091666666667,0.083333333333,,0.18333333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10487,LIS,Northern_searobin,2008,0.0015677434719,66.431693339,0.0083333333333,0.125,,0.125,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10488,LIS,Northern_searobin,2009,0.00078287408333,101.62811223,0.00375,0.075,,0.15,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10489,LIS,Northern_searobin,1984,,437.37636608,1.03,,,1.9619047619,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10490,LIS,Northern_searobin,1985,,1461.0308143,2.2166666667,,,2.6868686869,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10491,LIS,Northern_searobin,1986,,99.882306112,0.71,,,0.8875,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10492,LIS,Northern_searobin,1987,,59.417166713,5.1016666667,,,6.1838383838,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10493,LIS,Northern_searobin,1988,,116.35861815,0.47625,,,0.79375,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10494,LIS,Northern_searobin,1989,,74.546537866,2.6672268908,,,3.4879120879,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10495,LIS,Northern_searobin,1990,,42.637318706,0.15875,,,0.36285714286,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10496,LIS,Northern_searobin,1991,,148.81799626,0.66083333333,,,1.1661764706,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10497,LIS,Northern_searobin,1992,0.0018588729435,121.31004871,0.1425,,,0.35625,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10498,LIS,Northern_searobin,1993,0.0015551682561,230.79167996,0.56125,,,1.2472222222,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10499,LIS,Northern_searobin,1994,0.0013086639368,166.69816217,0.5675,,,1.1947368421,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10500,LIS,Northern_searobin,1995,0.0017751898648,357.87839765,1.0008333333,,,1.6452054795,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10501,LIS,Northern_searobin,1996,0.0016057223571,169.99911587,0.3475,,,0.57916666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10502,LIS,Northern_searobin,1997,0.0023045361135,153.21926787,1.0991666667,,,1.6283950617,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10503,LIS,Northern_searobin,1998,0.0018586043085,64.093517797,0.36125,,,0.51607142857,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10504,LIS,Northern_searobin,1999,0.0016911279527,120.2097308,0.96,,,1.6457142857,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10505,LIS,Northern_searobin,2000,0.0029171209024,536.26743753,,0.057142857143,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10506,LIS,Northern_searobin,2001,0.0020710157099,388.38471149,,0.28260869565,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10507,LIS,Northern_searobin,2002,0.0018512781931,538.38554949,,0.40517241379,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10508,LIS,Northern_searobin,2003,0.0018270039569,394.65652353,,0.05,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10509,LIS,Northern_searobin,2004,0.0016047624885,159.63855949,,0.125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10510,LIS,Northern_searobin,2005,0.00097357867089,30.808901258,,0.0125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10511,LIS,Northern_searobin,2006,0.0013967611357,251.03752936,,0.31666666667,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10512,LIS,Northern_searobin,2007,0.001626152305,127.33428922,,0.55,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10513,LIS,Northern_searobin,2008,0.0014620008122,200.45041381,,0.3375,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10514,LIS,Northern_searobin,2009,0.0013993297314,485.79035377,,1.025,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10515,LIS,Northern_sennet,1984,,0.47156481518,0.034166666667,0.29166666667,,0.205,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10516,LIS,Northern_sennet,1989,,0.41261921328,0.00125,0.0125,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10517,LIS,Northern_sennet,1993,5.5015895104e-05,0.55015895104,0.020833333333,0.13333333333,,0.3125,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10518,LIS,Northern_sennet,1999,7.2208362325e-05,2.4757152797,0.005,0.1,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10519,LIS,Northern_sennet,2001,4.1261921328e-05,0.41261921328,0.030833333333,0.29166666667,,0.24666666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10520,LIS,Northern_sennet,2002,8.2523842657e-05,0.82523842657,0.01375,0.1875,,0.18333333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10521,LIS,Northern_sennet,2005,0.00023381755419,3.3009537063,0.058333333333,0.41666666667,,0.38888888889,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10522,LIS,Northern_sennet,2007,8.2523842657e-05,0.82523842657,0.01375,0.1375,,0.275,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10523,LIS,Northern_sennet,2009,0.00014441672465,2.0630960664,0.04,0.33333333333,,0.24,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10524,LIS,Ocean_pout,1984,,25.78870083,,0.11666666667,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10525,LIS,Ocean_pout,1985,,2.1527958954,0.07375,0.025,,2.95,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10526,LIS,Ocean_pout,1986,,3.9839096455,0.31,0.05,,6.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10527,LIS,Ocean_pout,1987,,3.8511126573,0.3525,0.10833333333,,10.575,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10528,LIS,Ocean_pout,1988,,8.2523842657,0.13416666667,0.0083333333333,,16.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10529,LIS,Ocean_pout,1989,,15.95460958,0.91916666667,0.275,,12.255555556,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10530,LIS,Ocean_pout,1990,,10.728099545,0.74416666667,0.20833333333,,17.86,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10531,LIS,Ocean_pout,1991,,11.553337972,0.02625,0.0125,,2.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10532,LIS,Ocean_pout,1992,0.0018911713942,7.4271458391,0.1375,0.075,,3.6666666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10533,LIS,Ocean_pout,1993,0.0016704528627,18.155245384,0.0225,0.0083333333333,,2.7,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10534,LIS,Ocean_pout,1994,0.00042729011864,11.553337972,0.455,0.2,,9.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10535,LIS,Ocean_pout,1995,0.00085524709662,8.2523842657,0.0675,0.016666666667,,4.05,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10536,LIS,Ocean_pout,1996,0.00086466648472,7.1520663636,0.5075,0.0875,,40.6,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10537,LIS,Ocean_pout,1997,0.0011278258496,4.1261921328,0.0875,0.025,,10.5,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10538,LIS,Ocean_pout,1998,0.00047680442424,3.5760331818,0.12375,0.05,,2.475,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10539,LIS,Ocean_pout,1999,0.00062924430026,4.6763510839,0.84625,0.4,,6.77,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10540,LIS,Ocean_pout,2000,0.00071296414063,4.9789385069,0.5075,0.13583333333,,15.225,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10541,LIS,Ocean_pout,2001,0.00040838722135,1.7330006958,0.355,0.1625,,9.4666666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10542,LIS,Ocean_pout,2002,0.00053828051915,3.6035411293,0.16333333333,0.033333333333,,4.9,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10543,LIS,Ocean_pout,2003,0.00041465683903,3.8511126573,0.29,0.061666666667,,8.7,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10544,LIS,Ocean_pout,2004,0.00044711528197,4.8820827925,0.72375,0.35,,4.4538461538,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10545,LIS,Ocean_pout,2005,0.00011003179021,0.82523842657,0.39327731092,0.084033613445,,15.6,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10546,LIS,Ocean_pout,2006,0.00021490584025,1.9805722238,0.85875,0.39125,,4.58,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10547,LIS,Ocean_pout,2007,0.00047888835966,3.1909219161,0.2775,0.083333333333,,16.65,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10548,LIS,Ocean_pout,2008,0.00028671745333,2.5307311748,0.5875,0.14,,5.875,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10549,LIS,Ocean_pout,2009,0.00038495040054,6.079256409,1.0191666667,0.26916666667,,11.118181818,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10550,LIS,Orange_filefish,1985,,0.41261921328,0.01375,0.125,,0.22,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10551,LIS,Orange_filefish,1993,2.7507947552e-05,0.27507947552,0.035,0.3325,,0.23333333333,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10552,LIS,Orange_filefish,1994,2.7507947552e-05,0.27507947552,0.0075,0.05,,0.15,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10553,LIS,Oyster_toadfish,1984,,0.47156481518,0.044166666667,0.39,,0.265,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10554,LIS,Oyster_toadfish,1985,,1.2378576398,0.00625,0.055,,0.16666666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10555,LIS,Oyster_toadfish,1986,,0.41261921328,0.055833333333,0.4175,,0.25769230769,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10556,LIS,Oyster_toadfish,1990,,0.82523842657,0.0225,0.125,,0.45,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10557,LIS,Oyster_toadfish,1993,0.00033009537063,0.55015895104,0.041666666667,0.26083333333,,0.55555555556,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10558,LIS,Oyster_toadfish,1995,0.00020630960664,0.41261921328,0.01125,0.0875,,0.3,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10559,LIS,Oyster_toadfish,1998,0.00016504768531,0.41261921328,0.023529411765,0.11344537815,,0.35,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10560,LIS,Oyster_toadfish,2000,0.0005157740166,1.6504768531,0.00875,0.0775,,0.175,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10561,LIS,Oyster_toadfish,2001,8.2523842657e-05,0.41261921328,0.028333333333,0.145,,0.34,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10562,LIS,Oyster_toadfish,2002,0.00053397780542,0.70145266258,0.0025,0.025,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10563,LIS,Oyster_toadfish,2003,0.0012378576398,3.3009537063,0.015,0.09125,,0.24,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10564,LIS,Oyster_toadfish,2004,0.00033009537063,0.41261921328,0.0025,0.01375,,0.2,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10565,LIS,Oyster_toadfish,2007,4.1261921328e-05,0.41261921328,0.023333333333,0.125,,0.56,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10566,LIS,Oyster_toadfish,2008,0.00069827866863,1.0728099545,0.005,0.1,,0.1,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10567,LIS,Oyster_toadfish,2009,4.3433601398e-05,0.78397650524,0.028333333333,0.18333333333,,0.30909090909,Long_Island_Sound_Trawl_Survey,CT_DEP,Fall
10568,LIS,Oyster_toadfish,1984,,1.0315480332,0.755,0.275,,10.066666667,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10569,LIS,Oyster_toadfish,1985,,0.7175986318,0.8125,0.2,,13.928571429,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10570,LIS,Oyster_toadfish,1986,,2.2765197974,0.43125,0.13375,,4.3125,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10571,LIS,Oyster_toadfish,1989,,0.55015895104,4.26,1.1458333333,,17.627586207,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10572,LIS,Oyster_toadfish,1990,,0.55015895104,,0.325,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10573,LIS,Oyster_toadfish,1991,,0.27507947552,,0.3125,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10574,LIS,Oyster_toadfish,1998,0.00013753973776,0.55015895104,,0.0375,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10575,LIS,Oyster_toadfish,1999,0.00024757152797,0.55015895104,,0.225,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10576,LIS,Oyster_toadfish,2000,0.00011003179021,0.55015895104,,0.05,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
10577,LIS,Oyster_toadfish,2001,5.5015895104e-05,0.27507947552,,0.025,,,Long_Island_Sound_Trawl_Survey,CT_DEP,Spring
